nom;activite;adresse;telephone;note;cibleSansSiteWeb;websiteUrl;mapsLink;photoUrl;metierSource;fichierSource;categorieMaps
ISE SERVICES;Entreprise de nettoyage;;+33 7 81 29 69 27;4,9;non;https://ise-services.fr/;https://www.google.com/maps/place/ISE+SERVICES/data=!4m7!3m6!1s0x272c6f1fe549fc21:0x8333bf16294caf0!8m2!3d51.0455811!4d2.3756563!16s%2Fg%2F11qgjdb23t!19sChIJIfxJ5R9vLCcR8MqUYvE7Mwg?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Service d'extermination des nuisibles
IT - Italian Trattoria Dunkerque;Restaurant | Pizzeria;;;4,7;oui;;https://www.google.com/maps/place/IT+-+Italian+Trattoria+Dunkerque/data=!4m7!3m6!1s0x47dc8dc474879d6b:0xbb7dfa9f82ac78b8!8m2!3d51.0346365!4d2.3734264!16s%2Fg%2F11t_yzh7v3!19sChIJa52HdMSN3EcRuHisgp_6fbs?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLZiOaFzk_VpyIPI0XW-xSe0DmgpgNhpUo5m8MkjndES19x-cqL_8SZxjBZ9uXKo9LFrsoZmBXbCyUKhl28S2mk2uX5Y-hGlhnG3Jmq3LHrPjuBPZqRWelmj9fKe_ccV2u2ZUJvY3uLUZh=w124-h92-k-no;Restaurant | Pizzeria;Restaurant.csv | Pizzeria.csv;Italienne
Ital Design;Menuisier | electricien;;+33 6 26 38 64 06;;non;https://www.facebook.com/share/1FkMtNGQvw/?mibextid=wwXIfr;https://www.google.com/maps/place/Ital+Design/data=!4m7!3m6!1s0x676954b5f5dd60d9:0xda7f8355be399b39!8m2!3d50.9861848!4d2.294312!16s%2Fg%2F11y0mfz60v!19sChIJ2WDd9bVUaWcROZs5vlWDf9o?authuser=0&hl=fr&rclk=1;;Menuisier | electricien;Menuisier.csv | electricien.csv;Menuisier | Électricien
Ivory Bar;bar;;;4,7;oui;;https://www.google.com/maps/place/Ivory+Bar/data=!4m7!3m6!1s0x47dc8d6fd7ae2f1b:0x68ceff24e9912b3a!8m2!3d51.0301982!4d2.3805075!16s%2Fg%2F11ts3k6zwd!19sChIJGy-u12-N3EcROiuR6ST_zmg?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3iYz-4P-bLgy128PsiUk91ZXFa_NPh-kEFKYVzJmhfvuSSGK-72dqgqDpXCXDewAQn3akeqc12MzYeBVIalFMuCEJv0PpPXxuU9HikBz1Tl4rS1HX_DN9UVRA1UzTSzchQjKC=w122-h92-k-no;bar;bar.csv;Bar-tabac
Izi Auto Services;Garage;;+33 7 83 10 46 11;5,0;oui;;https://www.google.com/maps/place/Izi+Auto+Services/data=!4m7!3m6!1s0x47dc8b8d590e6331:0xa77b3cecac974768!8m2!3d51.0356274!4d2.3456341!16s%2Fg%2F11sv1y0p46!19sChIJMWMOWY2L3EcRaEeXrOw8e6c?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Garage;Garage.csv;Marché automobile
Jacadi et Compagnie Toilettage à domicile;Toilettagechien;;+33 6 10 70 02 51;4,6;non;https://www.facebook.com/jacadietcompagniesoinscaninsadomiciledunkerque/;https://www.google.com/maps/place/Jacadi+et+Compagnie+Toilettage+%C3%A0+domicile/data=!4m7!3m6!1s0x47dc8df0ff9f4e33:0xe841f3aaed25c824!8m2!3d51.0100348!4d2.436303!16s%2Fg%2F11h56vh3n3!19sChIJM06f__CN3EcRJMgl7arzQeg?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Toilettagechien;Toilettagechien.csv;Toiletteur
Janssoone de Père en Fils;Menuisier;;+33 6 88 07 90 47;5,0;non;https://www.janssoonedepereenfils.fr/;https://www.google.com/maps/place/Janssoone+de+P%C3%A8re+en+Fils/data=!4m7!3m6!1s0x4acebcee12b356ad:0x3656bbf6156d6d4e!8m2!3d50.9077377!4d2.2226237!16s%2Fg%2F11s_s1nhpy!19sChIJrVazEu68zkoRTm1tFfa7VjY?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Menuisier;Menuisier.csv;Menuisier
Jard’ikigai;Paysagiste;;+33 7 81 96 66 74;4,9;non;https://www.koietjardikigai.com/;https://www.google.com/maps/place/Jard%E2%80%99ikigai/data=!4m7!3m6!1s0x47dcf56c2fa39c1d:0xb62c6c0a09a261ed!8m2!3d50.9838424!4d2.3028289!16s%2Fg%2F11lcsnqk5k!19sChIJHZyjL2z13EcR7WGiCQpsLLY?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Paysagiste
Jardi'zen Opale;Paysagiste;;+33 6 77 75 15 89;4,8;oui;;https://www.google.com/maps/place/Jardi%27zen+Opale/data=!4m7!3m6!1s0x47dc8af94722df1b:0xc666c388cb8b3928!8m2!3d51.0273146!4d2.3067663!16s%2Fg%2F11g0hnzj6v!19sChIJG98iR_mK3EcRKDmLy4jDZsY?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Paysagiste
JARDILAND;Fleuriste;Jardinerie, animalerie & déco intérieure;+33 3 28 24 57 10;4,2;oui;;https://www.google.com/maps/place/JARDILAND/data=!4m7!3m6!1s0x47dc8b1e86470943:0x72d4e14e100e42f3!8m2!3d51.0146!4d2.31713!16s%2Fg%2F1q62n4svk!19sChIJQwlHhh6L3EcR80IOEE7h1HI?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqdCiMbB9dH_z-07srG_FvQXCWLAuGIRx5y4buk64r6PViSV-3pX1TRtU8tkdCLK9_iCCJc3_wgCjXPK7WNSG6XY-WtYMuNebu7uIDkqV02eJtSjEzMXv7Mx33JVGkxqglbcW1X=w80-h106-k-no;Fleuriste;Fleuriste.csv;Jardinerie
Jardin Concept;Paysagiste;;+33 3 28 65 72 80;4,0;oui;;https://www.google.com/maps/place/Jardin+Concept/data=!4m7!3m6!1s0x47dcf1dc7f64c163:0x135d331564a1d7e5!8m2!3d50.878648!4d2.4362844!16s%2Fg%2F1hc1hhh_1!19sChIJY8Fkf9zx3EcR5dehZBUzXRM?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Paysagiste
Jardin Public de Grande-Synthe;Paysagiste;;+33 3 28 21 66 09;4,4;oui;;https://www.google.com/maps/place/Jardin+Public+de+Grande-Synthe/data=!4m7!3m6!1s0x47dc8ac0694b2015:0x50e38cd3e3c225de!8m2!3d51.0091171!4d2.2895044!16s%2Fg%2F11g02b29s5!19sChIJFSBLacCK3EcR3iXC49OM41A?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Jardin
Jardinage élagage rognage dunkerque;Élagage | Paysagiste;;+33 6 27 42 66 13;5,0;oui;;https://www.google.com/maps/place/Jardinage+%C3%A9lagage+rognage+dunkerque/data=!4m7!3m6!1s0x47dc8b713fdd0a11:0x4e0293876671784c!8m2!3d51.0330748!4d2.3591096!16s%2Fg%2F11t1bzjw86!19sChIJEQrdP3GL3EcRTHhxZoeTAk4?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Élagage | Paysagiste;Élagage.csv | Paysagiste.csv;Service d'élagage | Paysagiste
Jardinams;Élagage | Menuisier | Paysagiste;;+33 6 70 65 99 72;5,0;non;https://www.jardinams.com/;https://www.google.com/maps/place/Jardinams/data=!4m7!3m6!1s0x47dc8d3d34693dd7:0x29c2e7d15fffbd61!8m2!3d51.0380509!4d2.3798463!16s%2Fg%2F11h1932qyy!19sChIJ1z1pND2N3EcRYb3_X9Hnwik?authuser=0&hl=fr&rclk=1;;Élagage | Menuisier | Paysagiste;Élagage.csv | Menuisier.csv | Paysagiste.csv;Jardinier
Jardinet;Paysagiste;;+33 6 34 26 10 70;;non;http://jardinet-flandre.fr/;https://www.google.com/maps/place/Jardinet/data=!4m7!3m6!1s0x47dc8cce3e142e09:0x1a83bef57907d7b0!8m2!3d50.994429!4d2.394688!16s%2Fg%2F11vyj3lgf2!19sChIJCS4UPs6M3EcRsNcHefW-gxo?authuser=0&hl=fr&rclk=1;;Paysagiste;Paysagiste.csv;Jardinier
Jcl Plombier Chauffagiste;Chauffagiste | plombier;;+33 7 45 81 08 89;;non;https://www.facebook.com/share/1GqTvQmVew/;https://www.google.com/maps/place/Jcl+Plombier+Chauffagiste/data=!4m7!3m6!1s0x6ecb7851e80ea309:0xb0ddbee4b45cd65c!8m2!3d50.7250395!4d2.0009341!16s%2Fg%2F11w_l8tcfx!19sChIJCaMO6FF4y24RXNZctOS-3bA?authuser=0&hl=fr&rclk=1;;Chauffagiste | plombier;Chauffagiste.csv | plombier.csv;Plombier
Jean Louis David - Coiffeur Dunkerque;Coiffeur;;;4,1;oui;;https://www.google.com/maps/place/Jean+Louis+David+-+Coiffeur+Dunkerque/data=!4m7!3m6!1s0x47dc8c6332b8eb77:0xcc012b991fe1b5a2!8m2!3d51.0333312!4d2.37508!16s%2Fg%2F1tp8z9pr!19sChIJd-u4MmOM3EcRorXhH5krAcw?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerywjjmFCxlNZh0or5t4giOGBtq1InvR2iSn38Uo3PXuYJkmebfhMPh3mJOU6fEOJhhU-qv-rOpnMLHKc4nrOSE1xepJ1r08W9auD3ViCFvJcLfVVdhPLr1Ft86Q2oHQtFJDsFA_QRcYFEu=w80-h106-k-no;Coiffeur;Coiffeur.csv;Salon de coiffure
Jean Warin Boulangerie Patisserie;Boulangerie | Pâtisserie;;;4,2;oui;;https://www.google.com/maps/place/Jean+Warin+Boulangerie+Patisserie/data=!4m7!3m6!1s0x47dc8af9790a78fd:0x39c3da7c6305b24!8m2!3d51.0266453!4d2.3051754!16s%2Fg%2F11j7dcgxn3!19sChIJ_XgKefmK3EcRJFswxqc9nAM?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeotd2lygMhQIy8gzklHjHK66xEdIV_3G11XBNkWUURWPUBtbrTOVRdDyspbJV3cbd2mM34st6nhnl_gR2kd-cdBjBH88WupzNEFz3aRqFnPcJUMjpnTwk0aGZYJqHawGBwkPmqQ=w80-h106-k-no;Boulangerie | Pâtisserie;Boulangerie.csv | Pâtisserie.csv;Boulangerie
Jeep Westhoek Automobiles;Garage;;+33 3 28 64 88 11;4,5;non;http://www.eurauto.net/;https://www.google.com/maps/place/Jeep+Westhoek+Automobiles/data=!4m7!3m6!1s0x47dc8be003087b2f:0x190748af1a9e8797!8m2!3d51.017051!4d2.356689!16s%2Fg%2F11kb9df89l!19sChIJL3sIA-CL3EcRl4eeGq9IBxk?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Garage;Garage.csv;Concessionnaire Jeep
Jef’rais;Traiteur;Restauration rapide sur-mesure de saison;+33 3 61 30 01 33;4,2;oui;;https://www.google.com/maps/place/Jef%E2%80%99rais/data=!4m7!3m6!1s0x47dc8c6478465bf9:0xf850c11b52329d0d!8m2!3d51.0350697!4d2.3777845!16s%2Fg%2F1thvg6dc!19sChIJ-VtGeGSM3EcRDZ0yUhvBUPg?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepbuZBhV2xxBzXHzTZ0IVZLetS5dF8iBFZUZmhR9UKP2Y2LwvOKszof5R5VC_s3K5eK0Gs1LQJlB4OLE3e9YEJlfMt4dSA1faWn27z8V5jFW-CRDMSkF82G1KTLY_RZHyz58hoD=w126-h92-k-no;Traiteur;Traiteur.csv;Traiteur
Jenny'Beauty - Head SPA;massage;;;5,0;oui;;https://www.google.com/maps/place/Jenny%27Beauty+-+Head+SPA/data=!4m7!3m6!1s0xa4c17f2e329544b:0x525c0eba2c5aa21a!8m2!3d51.0225806!4d2.378872!16s%2Fg%2F11lf3vpztw!19sChIJS1Qp4_IXTAoRGqJaLLoOXFI?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepjXOhBIdyhgWteUIunuKjdRn6eYigt_Ui5ensYzkBvDepAJsgw7Ri_qLE6GhZ-eSJ6qLOUhO2wBOXn00F_Iyw3Zv7qEWG4C1SJFe5RizxcGmnjJPUpeVzTn6oMGzxWJ9zq4g4GJM0oKuJ4=w80-h106-k-no;massage;massage.csv;Institut de spa et bien-être
Jer'Home;Paysagiste;;+33 7 78 18 01 01;;non;https://www.jer-home.com/;https://www.google.com/maps/place/Jer%27Home/data=!4m7!3m6!1s0x600403c6f141dc0d:0xa9479dd1db545f30!8m2!3d50.9258751!4d2.2208334!16s%2Fg%2F11kq8f5sdj!19sChIJDdxB8cYDBGARMF9U29GdR6k?authuser=0&hl=fr&rclk=1;;Paysagiste;Paysagiste.csv;Paysagiste
Jibeauty;Institutdebeaute;;;3,9;oui;;https://www.google.com/maps/place/Jibeauty/data=!4m7!3m6!1s0x47dc8ddfc9ee757b:0x82aa027af09aa67e!8m2!3d51.0316141!4d2.3697715!16s%2Fg%2F11swfsrhqd!19sChIJe3Xuyd-N3EcRfqaa8HoCqoI?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hyGCBKliRewF79UX2qIyUA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=317.85846&pitch=0&thumbfov=100;Institutdebeaute;Institutdebeaute.csv;Institut de beauté
Jim Couverture;Couvreur;;+33 6 33 35 55 11;5,0;oui;;https://www.google.com/maps/place/Jim+Couverture/data=!4m7!3m6!1s0x42cfde32084b305d:0xbeed3c8226e1be35!8m2!3d51.0182787!4d2.3431074!16s%2Fg%2F11mcz3mqp_!19sChIJXTBLCDLez0IRNb7hJoI87b4?authuser=0&hl=fr&rclk=1;;Couvreur;Couvreur.csv;Couvreur
JIM GARAGE MOBILE - Garagiste à Domicile;Climatisation | Garage;;+33 6 11 49 76 32;5,0;non;https://jimgaragemobile.fr/;https://www.google.com/maps/place/JIM+GARAGE+MOBILE+-+Garagiste+%C3%A0+Domicile/data=!4m7!3m6!1s0x2f7379a662cffc7b:0x54e1c6af35648e45!8m2!3d49.9631844!4d2.8180272!16s%2Fg%2F11wfbt98vb!19sChIJe_zPYqZ5cy8RRY5kNa_G4VQ?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Climatisation | Garage;Climatisation.csv | Garage.csv;Garage automobile
JMC Rénov’Auto;Entreprise de nettoyage;;+33 6 51 61 82 07;4,3;non;https://www.facebook.com/share/191GyVDs22/?mibextid=wwXIfr;https://www.google.com/maps/place/JMC+R%C3%A9nov%E2%80%99Auto/data=!4m7!3m6!1s0x265c41a9f440b5c1:0xa95bb44ffd4b0aaf!8m2!3d50.9136047!4d2.334956!16s%2Fg%2F11ygqxlwq3!19sChIJwbVA9KlBXCYRrwpL_U-0W6k?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Service de nettoyage et d'entretien
JOEL AUTO GARAGE;Garage;;+33 3 28 28 09 09;4,3;oui;;https://www.google.com/maps/place/JOEL+AUTO+GARAGE/data=!4m7!3m6!1s0x47dc8db3101fa909:0xafc6f76ad78b235b!8m2!3d51.0393854!4d2.4023646!16s%2Fg%2F11wvyyxvf2!19sChIJCakfELON3EcRWyOL12r3xq8?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Garage;Garage.csv;Atelier de réparation automobile
Johan Clean Toiture;Couvreur;;+33 6 03 51 76 95;5,0;oui;;https://www.google.com/maps/place/Johan+Clean+Toiture/data=!4m7!3m6!1s0x25fa9ddd1b361897:0xbcb9b1b0c99ed1db!8m2!3d50.9465303!4d2.3736674!16s%2Fg%2F11x81j6fm8!19sChIJlxg2G92d-iUR29GeybCxubw?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Couvreur;Couvreur.csv;Couvreur
Jolly Roger Bar Hôtel;bar;;;4,6;oui;;https://www.google.com/maps/place/Jolly+Roger+Bar+H%C3%B4tel/data=!4m7!3m6!1s0x47dc8c47af4e8569:0x5d53ebae042b90d8!8m2!3d51.0484612!4d2.3981416!16s%2Fg%2F11f0wk5dqt!19sChIJaYVOr0eM3EcR2JArBK7rU10?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqgurqLHqW1PXj6utjgEpFD1tNxi4oM5SsapiWzAtU3Eb5bA7DC_TQaK47G2FgxELR3vTrZ8oHTR5oFWhbkZGazIURbWXxT_1ZHc-QWqBQ2wx4cFHbiffkOzwqlGVhxmxxFtxQx=w163-h92-k-no;bar;bar.csv;Bar
Joly Hervé;avocat;;+33 3 28 66 77 33;5,0;non;http://jolypelletier.com/;https://www.google.com/maps/place/Joly+Herv%C3%A9/data=!4m7!3m6!1s0x47dc8c62fe88bde3:0xbe2c9c08498de13!8m2!3d51.0322842!4d2.3777146!16s%2Fg%2F1tdxk3__!19sChIJ472I_mKM3EcRE96YhMDJ4gs?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;avocat;avocat.csv;Avocat
Jovelin Laurent;Boucherie | Charcuterie | Traiteur;;+33 3 28 24 02 11;4,3;oui;;https://www.google.com/maps/place/Jovelin+Laurent/data=!4m7!3m6!1s0x47dc8b6e2cc5af2b:0x780a9a354249694c!8m2!3d51.0199344!4d2.3463334!16s%2Fg%2F1tkb4cvf!19sChIJK6_FLG6L3EcRTGlJQjWaCng?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dt5KRJ2epBLOydrLgtDQzg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=251.86058&pitch=0&thumbfov=100;Boucherie | Charcuterie | Traiteur;Boucherie.csv | Charcuterie.csv | Traiteur.csv;Boucherie
Jpb Optic;Opticien;;;;oui;;https://www.google.com/maps/place/Jpb+Optic/data=!4m7!3m6!1s0x47dc8c64742beb33:0x795f3fa4a7842f39!8m2!3d51.0353044!4d2.3793642!16s%2Fg%2F11hyl60jw1!19sChIJM-srdGSM3EcROS-Ep6Q_X3k?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qz0AiAccYGRBi74FfgNaYw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=303.74487&pitch=0&thumbfov=100;Opticien;Opticien.csv;Opticien
Jr Couverture;Couvreur;;+33 6 72 98 46 85;;non;http://vasseurcouverturedunkerque.fr/;https://www.google.com/maps/place/Jr+Couverture/data=!4m7!3m6!1s0x21ecb51f3416920b:0xa1559999be26f219!8m2!3d51.0182787!4d2.3431074!16s%2Fg%2F11z0wdjvll!19sChIJC5IWNB-17CERGfImvpmZVaE?authuser=0&hl=fr&rclk=1;;Couvreur;Couvreur.csv;Couvreur
Julie BROY Avocat;avocat;;+33 3 28 21 13 21;5,0;oui;;https://www.google.com/maps/place/Julie+BROY+Avocat/data=!4m7!3m6!1s0x47dc8de791ea81ff:0xacc5047612b3b484!8m2!3d51.0323871!4d2.378287!16s%2Fg%2F11y34r1_qm!19sChIJ_4HqkeeN3EcRhLSzEnYExaw?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;avocat;avocat.csv;Avocat
Juliette&Justine;Institutdebeaute;;;4,7;oui;;https://www.google.com/maps/place/Juliette%26Justine/data=!4m7!3m6!1s0x47dc8df42f8faa73:0x8af12b5e1451837c!8m2!3d51.0450038!4d2.396758!16s%2Fg%2F11vk3cwm4v!19sChIJc6qPL_SN3EcRfINRFF4r8Yo?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqTgurErYrWaBDr6xy33-bfHjF5FBqQG8RuH3T7QoGVZEG8JwWwKUtwENExY4PUhDEcv_Aa2st3LzvPYnAyQzM7c1jRS4bP9DM8JGvnjKSwlTwQD4L_h454pAYWBsWn_0mU0QkZaw=w122-h92-k-no;Institutdebeaute;Institutdebeaute.csv;Institut de beauté
JUNGLE BARBER;Coiffeur;;;4,7;oui;;https://www.google.com/maps/place/JUNGLE+BARBER/data=!4m7!3m6!1s0x47dc8c64081a4067:0xbd29ca107a7de6c0!8m2!3d51.0350387!4d2.3805867!16s%2Fg%2F1pp2x7d9l!19sChIJZ0AaCGSM3EcRwOZ9ehDKKb0?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepNuBeuD3bQQAn-tkR7XiE3JJCiLmssxoJc1A7jy2v8rEsaB6kBsJL6z6FnZXDHSAGaMU18wpwHOFcsI4YNxSan_LM_IBYjkxOzJimsraDQgD9oQUGrtuUHopYTE0EBjUS2H-5VQXKP2UOK=w100-h92-k-no;Coiffeur;Coiffeur.csv;Salon de coiffure
Junior Senior;Entreprise de nettoyage;;+33 3 28 21 76 09;3,3;non;https://www.juniorsenior.fr/hauts-de-france-dunkerque/;https://www.google.com/maps/place/Junior+Senior/data=!4m7!3m6!1s0x47dc8c657684b203:0x75d497f6b87fb625!8m2!3d51.0304917!4d2.37778!16s%2Fg%2F1tfvs6nn!19sChIJA7KEdmWM3EcRJbZ_uPaX1HU?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Agence de services d'aide à domicile
Just'in vos papilles;Charcuterie | Traiteur;;+33 6 48 80 63 87;4,9;oui;;https://www.google.com/maps/place/Just%27in+vos+papilles/data=!4m7!3m6!1s0x47dc8d540868ab59:0x86c8f870db6763bd!8m2!3d51.0396927!4d2.4021794!16s%2Fg%2F11kk668pg6!19sChIJWatoCFSN3EcRvWNn23D4yIY?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDqo7E7xYa1vRFfEWT0SookXQODWZeRqJ3wNU128fncQIP2rH3_JvaGgszwebPdCyYy__n8fI2Cj9JV2x9yxw1nnkDs04bdsKSLnWGI8lqG7IVg7fP1-0_tPjNHTqI4sKxvkyV=w80-h106-k-no;Charcuterie | Traiteur;Charcuterie.csv | Traiteur.csv;Épicerie
Jérém Rénov;Carreleur;;+33 7 87 87 12 17;;oui;;https://www.google.com/maps/place/J%C3%A9r%C3%A9m+R%C3%A9nov/data=!4m7!3m6!1s0x8d2afc878fdd4aef:0x40da226eee046cc1!8m2!3d51.01575!4d2.2937772!16s%2Fg%2F11wy25sp4z!19sChIJ70rdj4f8Ko0RwWwE7m4i2kA?authuser=0&hl=fr&rclk=1;;Carreleur;Carreleur.csv;Carreleur
Jérôme et Dylan - Père & Fils;Élagage;;+33 7 88 43 59 67;4,9;non;http://jeromedylan-elagage.fr/;https://www.google.com/maps/place/J%C3%A9r%C3%B4me+et+Dylan+-+P%C3%A8re+%26+Fils/data=!4m7!3m6!1s0x47dc41ef4e29ab91:0x606bf228165b25a9!8m2!3d50.8853261!4d2.0127076!16s%2Fg%2F11j6tf4d9z!19sChIJkaspTu9B3EcRqSVbFijya2A?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Élagage;Élagage.csv;Service d'élagage
Kad Coiffeur;Coiffeur;;;4,8;oui;;https://www.google.com/maps/place/Kad+Coiffeur/data=!4m7!3m6!1s0x47dc8b021794194d:0xbda32b6c2c9cd9c7!8m2!3d51.0202339!4d2.3316456!16s%2Fg%2F11nxqytnfq!19sChIJTRmUFwKL3EcRx9mcLGwro70?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweplUyqxSQc0dolh4AzG0oRzMMr68O3lKKAigENDoouEmutfDnSSf00TP9zQUVczPYfyz7zCtTzBWYlw7d-pzzkTXU-ffPlxs5mEyoriCC5QEjeIY8Im79pkk4TXau30g_wXEgYjmFvgE5Ya=w122-h92-k-no;Coiffeur;Coiffeur.csv;Salon de coiffure
Kalifrais;Charcuterie;;+33 9 71 55 08 71;4,1;oui;;https://www.google.com/maps/place/Kalifrais/data=!4m7!3m6!1s0x47dc8b3e67f57fd3:0xf07e33973448e570!8m2!3d51.0077154!4d2.3321119!16s%2Fg%2F1td3kw76!19sChIJ03_1Zz6L3EcRcOVINJczfvA?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TOSljTzsTWExZAbNAkSQhw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=125.90745&pitch=0&thumbfov=100;Charcuterie;Charcuterie.csv;Conserverie
KalyDerm | Épilation laser, Soins minceur et anti-âge | Téteghem-Coudekerque-Village;massage;;;5,0;oui;;https://www.google.com/maps/place/KalyDerm+%7C+%C3%89pilation+laser,+Soins+minceur+et+anti-%C3%A2ge+%7C+T%C3%A9teghem-Coudekerque-Village/data=!4m7!3m6!1s0x47dc8d76b0a6bf43:0xdfd1e675e3ae880d!8m2!3d51.03637!4d2.4136239!16s%2Fg%2F11ykmd8cq1!19sChIJQ7-msHaN3EcRDYiu43Xm0d8?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerS1cmAiBCsGrHhGOvIC3-K-EiQozOSY077cjqXSiU8JfN2RBxGV57V_SkX_hvDQhzF94OhIA8FfMBvPr8fj-3nVR768q8nsz0BpYFzr9D5_I4fAM5JFta-IhaqlUtxURcZoGe1fOJgX9jt=w118-h92-k-no;massage;massage.csv;Centre d'épilation laser
Kap carrelage Dunkerque;Carreleur;;+33 3 28 27 74 07;4,6;non;https://kap-carrelage.fr/;https://www.google.com/maps/place/Kap+carrelage+Dunkerque/data=!4m7!3m6!1s0x47dc8b683da1a853:0xa9e6da51065670b9!8m2!3d51.0058835!4d2.3459635!16s%2Fg%2F11jrg1qv0q!19sChIJU6ihPWiL3EcRuXBWBlHa5qk?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Carreleur;Carreleur.csv;Magasin
Karaghiannis Ilias;avocat;;+33 3 28 51 15 76;3,6;oui;;https://www.google.com/maps/place/Karaghiannis+Ilias/data=!4m7!3m6!1s0x47dc8c62926150bf:0x890d0e3aab89c832!8m2!3d51.0309959!4d2.3770106!16s%2Fg%2F1tnjhvt3!19sChIJv1BhkmKM3EcRMsiJqzoODYk?authuser=0&hl=fr&rclk=1;;avocat;avocat.csv;Avocat
KARBEN BARBER Malo Terminus;Coiffeur;;;4,5;oui;;https://www.google.com/maps/place/KARBEN+BARBER+Malo+Terminus/data=!4m7!3m6!1s0x47dc8da60e51cdbb:0xc6b2e1dfa7e356f6!8m2!3d51.0512623!4d2.431077!16s%2Fg%2F11j8m27bqz!19sChIJu81RDqaN3EcR9lbjp9_hssY?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqfS7ERMPh0qOVJ0L_67SWkqL_etOhmdxnnc-5d-YUCOe8sZnEIRFa9kf6ZbNMCeE8mx31xqsUDPuiiBI9LW-tc4FdEnmCsxZyl6ArvjbuV3pspzWkqlJdX9iGFLUwD6U9fUmya=w122-h92-k-no;Coiffeur;Coiffeur.csv;Salon de coiffure
